Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Jean Butez,J20,Como,Serie A,fr FRA,29-216,90,4.0,1.0,3.0,0.9,-0.1,False,0.0,1.0,19.0,3.0,66.3,0.0,0.0,12.0,1.0,0.0,0.0
Marco Carnesecchi,J7,Atalanta,Champions League,it ITA,24-204,90,1.0,0.0,1.0,0.2,0.2,True,4.0,4.0,31.0,6.0,156.6,4.0,112.0,5.0,0.0,0.0,0.0
Kjell Scherpen,J7,Sturm Graz,Champions League,nl NED,24-364,90,9.0,5.0,4.0,4.8,-0.2,False,3.0,17.0,36.0,1.0,37.5,6.0,273.0,17.0,0.0,0.0,0.0
Radosław Majecki,J7,Monaco,Champions League,pl POL,25-066,90,5.0,0.0,5.0,1.8,1.8,True,4.0,16.0,29.0,10.0,369.0,7.0,450.8,17.0,3.0,0.0,0.0
Emiliano Martínez,J7,Aston Villa,Champions League,ar ARG,32-141,90,4.0,1.0,3.0,1.8,0.8,False,3.0,7.0,36.0,3.0,74.7,2.0,81.0,10.0,0.0,2.0,47.0
Alisson,J7,Liverpool,Champions League,br BRA,32-111,90,1.0,1.0,0.0,0.6,-0.4,False,1.0,6.0,40.0,2.0,49.4,1.0,21.0,7.0,1.0,1.0,20.0
Lucas Chevalier,J7,Lille,Champions League,fr FRA,23-076,90,7.0,2.0,5.0,1.9,-0.1,False,0.0,6.0,39.0,6.0,154.8,1.0,69.0,11.0,1.0,1.0,10.7
Anatolii Trubin,J7,Benfica,Champions League,ua UKR,23-173,90,11.0,5.0,6.0,3.1,-1.9,False,6.0,12.0,21.0,2.0,79.8,7.0,305.9,16.0,0.0,0.0,0.0
Wojciech Szczęsny,J7,Barcelona,Champions League,pl POL,34-278,90,5.0,4.0,2.0,3.0,-1.0,False,1.0,3.0,24.0,6.0,144.0,2.0,32.0,7.0,0.0,5.0,116.5
Łukasz Skorupski,J7,Bologna,Champions League,pl POL,33-261,90,2.0,1.0,1.0,0.8,-0.2,False,6.0,14.0,31.0,4.0,146.8,2.0,83.0,7.0,1.0,1.0,11.0
Gregor Kobel,J7,Dortmund,Champions League,ch SUI,27-046,90,6.0,2.0,4.0,1.5,-0.5,False,7.0,27.0,49.0,2.0,74.2,1.0,13.0,16.0,0.0,2.0,42.0
Simon Mignolet,J7,Club Brugge,Champions League,be BEL,36-321,90,1.0,0.0,1.0,0.3,0.3,True,3.0,10.0,35.0,3.0,89.7,4.0,162.0,14.0,1.0,0.0,0.0
Michele Di Gregorio,J7,Juventus,Champions League,it ITA,27-178,90,0.0,0.0,0.0,0.0,0.0,True,1.0,8.0,30.0,3.0,73.8,5.0,255.0,6.0,1.0,2.0,38.4
Omri Glazer,J7,Red Star,Champions League,il ISR,28-316,90,5.0,3.0,2.0,1.6,-1.4,False,0.0,4.0,21.0,3.0,81.0,6.0,142.8,10.0,0.0,0.0,0.0
Walter Benítez,J7,PSV Eindhoven,Champions League,ar ARG,32-002,90,7.0,2.0,5.0,2.6,0.6,False,9.0,21.0,37.0,5.0,180.0,8.0,495.2,35.0,5.0,2.0,22.0
Dominik Takáč,J7,Slovan Bratislava,Champions League,sk SVK,26-009,90,7.0,3.0,4.0,2.8,-0.2,False,7.0,12.0,31.0,8.0,224.0,10.0,338.0,30.0,4.0,0.0,0.0
Alexander Nübel,J7,Stuttgart,Champions League,de GER,28-113,90,2.0,1.0,1.0,0.3,-0.7,False,4.0,12.0,30.0,4.0,130.0,2.0,117.0,7.0,2.0,0.0,0.0
Jan Oblak,J7,Atlético Madrid,Champions League,si SVN,32-014,90,4.0,1.0,3.0,1.1,0.1,False,3.0,19.0,21.0,4.0,170.4,9.0,532.8,16.0,4.0,0.0,0.0
Matej Kovar,J7,Leverkusen,Champions League,cz CZE,24-249,90,2.0,2.0,0.0,1.7,-0.3,False,1.0,3.0,13.0,2.0,48.8,4.0,100.0,4.0,0.0,1.0,16.7
Maarten Vandevoordt,J7,RB Leipzig,Champions League,be BEL,22-331,90,2.0,1.0,1.0,0.3,-0.7,False,2.0,9.0,31.0,5.0,140.0,5.0,147.0,20.0,1.0,4.0,88.8
Franco Israel,J7,Sporting CP,Champions League,uy URU,24-275,90,6.0,2.0,4.0,2.3,0.3,False,2.0,6.0,17.0,3.0,112.8,4.0,154.0,3.0,0.0,0.0,0.0
Jacopo Seghetti,J20,Empoli,Serie A,it ITA,19-329,90,6.0,3.0,3.0,1.9,-1.1,False,3.0,9.0,16.0,5.0,169.0,5.0,195.0,4.0,0.0,1.0,26.0
Wladimiro Falcone,J20,Lecce,Serie A,it ITA,29-274,90,5.0,1.0,4.0,1.8,0.8,False,9.0,25.0,26.0,2.0,86.2,9.0,459.0,19.0,0.0,0.0,0.0
Dmytro Riznyk,J7,Shakhtar,Champions League,ua UKR,25-358,90,4.0,0.0,4.0,0.5,0.5,True,5.0,14.0,27.0,4.0,136.0,8.0,423.2,18.0,1.0,0.0,0.0
Marco Bizot,J7,Brest,Champions League,nl NED,33-318,90,5.0,2.0,3.0,2.1,0.1,False,2.0,6.0,18.0,7.0,217.7,3.0,164.1,12.0,2.0,4.0,80.0
David Raya,J7,Arsenal,Champions League,es ESP,29-129,90,0.0,0.0,0.0,0.0,0.0,True,0.0,4.0,16.0,2.0,53.4,2.0,84.0,8.0,0.0,2.0,50.0
Ivan Nevistić,J7,Dinamo Zagreb,Champions League,hr CRO,26-175,90,4.0,3.0,1.0,1.8,-1.2,False,2.0,16.0,27.0,1.0,33.6,12.0,516.0,22.0,0.0,0.0,0.0
Kasper Schmeichel,J7,Celtic,Champions League,dk DEN,38-078,90,4.0,0.0,4.0,1.2,1.2,True,0.0,2.0,30.0,2.0,48.8,5.0,86.0,12.0,0.0,1.0,13.5
Marvin Keller,J7,Young Boys,Champions League,ch SUI,22-203,90,7.0,1.0,6.0,1.7,0.7,False,5.0,24.0,42.0,1.0,38.7,2.0,109.0,13.0,0.0,0.0,0.0
Thibaut Courtois,J7,Real Madrid,Champions League,be BEL,32-256,90,3.0,1.0,2.0,0.9,-0.1,False,2.0,4.0,38.0,6.0,123.0,2.0,48.0,6.0,2.0,0.0,0.0
Janis Blaswich,J7,RB Salzburg,Champions League,de GER,33-265,90,6.0,5.0,1.0,3.0,-2.0,False,1.0,4.0,12.0,2.0,59.2,3.0,120.9,12.0,0.0,4.0,66.8
Mike Maignan,J7,Milan,Champions League,fr FRA,29-203,90,4.0,0.0,4.0,1.0,1.0,True,2.0,11.0,40.0,1.0,30.9,3.0,140.1,11.0,0.0,0.0,0.0
Paulo Gazzaniga,J7,Girona,Champions League,ar ARG,33-020,90,5.0,1.0,4.0,1.4,0.4,False,0.0,1.0,24.0,3.0,69.3,8.0,116.0,7.0,0.0,0.0,0.0
Gianluigi Donnarumma,J7,Paris S-G,Champions League,it ITA,25-332,90,6.0,2.0,4.0,2.2,0.2,False,5.0,8.0,24.0,1.0,29.6,1.0,50.0,7.0,0.0,1.0,13.7
Ederson,J7,Manchester City,Champions League,br BRA,31-158,90,8.0,4.0,4.0,3.7,-0.3,False,4.0,15.0,36.0,2.0,71.4,4.0,205.2,15.0,0.0,2.0,43.0
Peter Vindahl Jensen,J7,Sparta Prague,Champions League,dk DEN,26-341,90,4.0,1.0,3.0,0.4,-0.6,False,7.0,15.0,33.0,9.0,314.1,3.0,173.1,11.0,3.0,2.0,28.0
Yann Sommer,J7,Inter,Champions League,ch SUI,36-036,90,2.0,0.0,2.0,0.5,0.5,True,8.0,11.0,43.0,2.0,55.2,1.0,13.0,9.0,0.0,0.0,0.0
Justin Bijlow,J7,Feyenoord,Champions League,nl NED,27-000,90,6.0,0.0,6.0,1.6,1.6,True,9.0,28.0,32.0,1.0,44.7,14.0,817.6,35.0,2.0,0.0,0.0
Manuel Neuer,J7,Bayern Munich,Champions League,de GER,38-301,90,3.0,3.0,0.0,2.1,-0.9,False,1.0,6.0,31.0,7.0,171.5,3.0,113.1,2.0,0.0,3.0,107.1
Ederson,J8,Manchester City,Champions League,br BRA,31-165,90,5.0,1.0,4.0,0.4,-0.6,False,1.0,2.0,24.0,7.0,141.4,3.0,102.0,4.0,1.0,3.0,78.0
Simon Mignolet,J8,Club Brugge,Champions League,be BEL,36-329,90,5.0,3.0,3.0,1.6,-1.4,False,5.0,5.0,23.0,3.0,93.6,7.0,212.1,18.0,2.0,0.0,0.0
Emiliano Martínez,J8,Aston Villa,Champions League,ar ARG,32-149,90,4.0,2.0,2.0,1.7,-0.3,False,8.0,15.0,60.0,3.0,94.2,1.0,16.0,6.0,2.0,2.0,34.0
Kasper Schmeichel,J8,Celtic,Champions League,dk DEN,38-085,90,7.0,4.0,3.0,4.2,0.2,False,3.0,11.0,29.0,1.0,34.8,2.0,45.0,6.0,0.0,1.0,12.7
Razvan Sava,J20,Udinese,Serie A,ro ROU,22-204,90,2.0,0.0,2.0,0.2,0.2,True,2.0,20.0,42.0,2.0,70.0,2.0,133.0,13.0,0.0,0.0,0.0
Marco Carnesecchi,J20,Atalanta,Serie A,it ITA,24-194,90,3.0,0.0,3.0,0.9,0.9,True,1.0,9.0,30.0,11.0,324.5,5.0,239.0,14.0,2.0,2.0,20.8
Franco Israel,J8,Sporting CP,Champions League,uy URU,24-282,90,2.0,1.0,1.0,1.1,0.1,False,5.0,11.0,25.0,3.0,81.0,13.0,474.5,13.0,0.0,0.0,0.0
Federico Ravaglia,J8,Bologna,Champions League,it ITA,25-079,90,5.0,1.0,4.0,0.7,-0.3,False,5.0,16.0,45.0,6.0,199.8,2.0,48.0,7.0,0.0,0.0,0.0
Manuel Neuer,J8,Bayern Munich,Champions League,de GER,38-308,90,4.0,1.0,3.0,0.8,-0.2,False,4.0,4.0,31.0,8.0,196.8,2.0,52.0,2.0,0.0,5.0,89.0
Dominik Takáč,J8,Slovan Bratislava,Champions League,sk SVK,26-017,90,9.0,3.0,6.0,2.6,-0.4,False,13.0,29.0,28.0,4.0,192.4,13.0,661.7,31.0,3.0,0.0,0.0
Mattia Perin,J8,Juventus,Champions League,it ITA,32-080,90,6.0,2.0,4.0,2.3,0.3,False,1.0,5.0,27.0,6.0,152.4,3.0,62.1,8.0,1.0,0.0,0.0
Anatolii Trubin,J8,Benfica,Champions League,ua UKR,23-181,90,4.0,0.0,4.0,0.9,0.9,True,0.0,12.0,27.0,9.0,331.2,2.0,138.0,31.0,2.0,0.0,0.0
Wojciech Szczęsny,J8,Barcelona,Champions League,pl POL,34-286,90,4.0,2.0,2.0,1.7,-0.3,False,1.0,4.0,63.0,7.0,170.1,2.0,31.0,11.0,2.0,3.0,43.5
Marco Carnesecchi,J8,Atalanta,Champions League,it ITA,24-212,90,7.0,2.0,5.0,2.6,0.6,False,6.0,18.0,18.0,0.0,0.0,7.0,459.9,12.0,0.0,3.0,47.1
Gregor Kobel,J8,Dortmund,Champions League,ch SUI,27-054,90,2.0,1.0,1.0,0.7,-0.3,False,2.0,9.0,20.0,1.0,30.8,2.0,104.0,7.0,0.0,0.0,0.0
Dmytro Riznyk,J8,Shakhtar,Champions League,ua UKR,25-365,90,7.0,3.0,4.0,2.4,-0.6,False,3.0,6.0,33.0,4.0,100.8,4.0,91.2,15.0,2.0,2.0,22.6
Marco Bizot,J8,Brest,Champions League,nl NED,33-325,90,6.0,3.0,3.0,1.9,-1.1,False,5.0,12.0,25.0,2.0,72.4,6.0,238.8,8.0,0.0,3.0,71.4
Thibaut Courtois,J8,Real Madrid,Champions League,be BEL,32-263,90,5.0,0.0,5.0,1.2,1.2,True,0.0,6.0,36.0,4.0,122.4,7.0,137.9,15.0,1.0,0.0,0.0
Walter Benítez,J8,PSV Eindhoven,Champions League,ar ARG,32-010,90,5.0,2.0,3.0,1.6,-0.4,False,5.0,11.0,41.0,5.0,141.5,2.0,84.0,9.0,2.0,2.0,32.4
Caoimhín Kelleher,J8,Liverpool,Champions League,ie IRL,26-067,90,4.0,3.0,1.0,2.2,-0.8,False,2.0,9.0,37.0,5.0,123.5,4.0,146.0,12.0,0.0,1.0,21.0
Yann Sommer,J8,Inter,Champions League,ch SUI,36-043,90,0.0,0.0,0.0,0.0,0.0,True,3.0,4.0,26.0,2.0,45.6,1.0,22.0,4.0,0.0,1.0,15.2
Radosław Majecki,J8,Monaco,Champions League,pl POL,25-074,90,7.0,3.0,4.0,2.2,-0.8,False,3.0,17.0,25.0,5.0,152.0,15.0,736.5,12.0,0.0,0.0,0.0
Matej Kovar,J8,Leverkusen,Champions League,cz CZE,24-257,90,1.0,0.0,1.0,0.0,0.0,True,4.0,6.0,31.0,3.0,87.6,3.0,66.0,7.0,0.0,1.0,24.5
Peter Vindahl Jensen,J8,Sparta Prague,Champions League,dk DEN,26-348,90,10.0,2.0,8.0,1.6,-0.4,False,5.0,15.0,27.0,7.0,255.5,6.0,301.2,20.0,2.0,0.0,0.0
Alexander Schlager,J8,RB Salzburg,Champions League,at AUT,28-363,90,8.0,4.0,4.0,2.9,-1.1,False,5.0,15.0,26.0,2.0,83.2,4.0,88.0,11.0,0.0,7.0,173.6
Jan Oblak,J8,Atlético Madrid,Champions League,si SVN,32-022,90,3.0,1.0,2.0,1.0,0.0,False,2.0,6.0,22.0,4.0,112.0,6.0,292.8,11.0,0.0,0.0,0.0
Vanja Milinković-Savić,J20,Torino,Serie A,rs SRB,27-326,90,9.0,1.0,8.0,1.0,0.0,False,4.0,8.0,36.0,8.0,252.0,1.0,29.0,16.0,1.0,0.0,0.0
Michele Di Gregorio,J20,Juventus,Serie A,it ITA,27-168,90,2.0,1.0,1.0,0.3,-0.7,False,2.0,10.0,31.0,4.0,120.8,3.0,99.9,23.0,2.0,1.0,17.3
Fabian Bredlow,J8,Stuttgart,Champions League,de GER,29-333,90,6.0,4.0,2.0,3.3,-0.7,False,4.0,14.0,31.0,5.0,190.5,2.0,25.0,8.0,0.0,2.0,47.4
Gianluigi Donnarumma,J8,Paris S-G,Champions League,it ITA,25-339,90,2.0,1.0,2.0,1.1,0.1,False,4.0,13.0,31.0,6.0,171.6,4.0,191.2,8.0,1.0,1.0,13.8
Lucas Chevalier,J8,Lille,Champions League,fr FRA,23-084,90,3.0,1.0,2.0,1.0,0.0,False,2.0,6.0,24.0,0.0,0.0,2.0,74.0,10.0,0.0,0.0,0.0
Justin Bijlow,J8,Feyenoord,Champions League,nl NED,27-007,35,2.0,1.0,1.0,1.2,0.2,False,0.0,1.0,7.0,1.0,16.9,4.0,161.2,5.0,1.0,0.0,0.0
Timon Wellenreuther,J8,Feyenoord,Champions League,de GER,29-057,55,3.0,5.0,0.0,2.1,-2.9,False,5.0,12.0,23.0,1.0,36.3,2.0,126.0,5.0,0.0,0.0,0.0
Kjell Scherpen,J8,Sturm Graz,Champions League,nl NED,25-006,90,5.0,0.0,5.0,0.5,0.5,True,6.0,25.0,26.0,2.0,91.6,8.0,460.0,21.0,2.0,0.0,0.0
Maarten Vandevoordt,J8,RB Leipzig,Champions League,be BEL,22-338,90,5.0,1.0,4.0,1.2,0.2,False,2.0,5.0,22.0,2.0,50.8,7.0,251.3,4.0,0.0,1.0,19.0
Marvin Keller,J8,Young Boys,Champions League,ch SUI,22-210,90,3.0,1.0,2.0,0.7,-0.3,False,3.0,7.0,33.0,5.0,147.0,2.0,89.0,26.0,0.0,2.0,30.6
Ivan Guteša,J8,Red Star,Champions League,rs SRB,22-300,90,3.0,0.0,3.0,0.4,0.4,True,9.0,17.0,21.0,3.0,103.2,12.0,668.4,17.0,0.0,0.0,0.0
Pau López,J8,Girona,Champions League,es ESP,30-047,90,6.0,2.0,3.0,2.0,0.0,False,2.0,7.0,39.0,5.0,148.5,1.0,19.0,22.0,2.0,0.0,0.0
Neto,J8,Arsenal,Champions League,br BRA,35-194,90,3.0,1.0,2.0,0.4,-0.6,False,4.0,12.0,36.0,7.0,221.2,2.0,79.0,8.0,2.0,5.0,90.5
Ivan Nevistić,J8,Dinamo Zagreb,Champions League,hr CRO,26-182,90,5.0,1.0,4.0,1.8,0.8,False,3.0,15.0,23.0,2.0,75.4,8.0,230.4,11.0,1.0,0.0,0.0
Mike Maignan,J8,Milan,Champions League,fr FRA,29-210,90,5.0,2.0,3.0,1.2,-0.8,False,5.0,6.0,34.0,4.0,92.8,4.0,160.0,7.0,0.0,0.0,0.0
Marco Bizot,J9,Brest,Champions League,nl NED,33-338,90,7.0,3.0,4.0,2.2,-0.8,False,15.0,22.0,24.0,3.0,126.9,6.0,232.8,8.0,0.0,2.0,41.6
Gianluigi Donnarumma,J9,Paris S-G,Champions League,it ITA,25-352,90,2.0,0.0,2.0,0.1,0.1,True,3.0,9.0,20.0,6.0,168.6,5.0,252.0,19.0,3.0,0.0,0.0
Rui Silva,J9,Sporting CP,Champions League,pt POR,31-004,90,7.0,3.0,4.0,2.8,-0.2,False,2.0,6.0,24.0,6.0,150.6,3.0,107.1,21.0,2.0,2.0,36.0
Gregor Kobel,J9,Dortmund,Champions League,ch SUI,27-067,90,6.0,0.0,6.0,0.4,0.4,True,4.0,8.0,28.0,7.0,191.8,5.0,145.0,11.0,0.0,1.0,35.0
Ederson,J9,Manchester City,Champions League,br BRA,31-178,90,7.0,3.0,4.0,3.1,0.1,False,1.0,2.0,36.0,6.0,142.2,3.0,116.1,7.0,1.0,3.0,72.9
Thibaut Courtois,J9,Real Madrid,Champions League,be BEL,32-276,90,4.0,2.0,2.0,1.4,-0.6,False,4.0,18.0,37.0,5.0,178.0,3.0,75.0,10.0,3.0,0.0,0.0
Michele Di Gregorio,J9,Juventus,Champions League,it ITA,27-199,90,2.0,1.0,1.0,0.6,-0.4,False,3.0,11.0,22.0,5.0,167.5,4.0,207.2,15.0,0.0,0.0,0.0
Walter Benítez,J9,PSV Eindhoven,Champions League,ar ARG,32-023,90,7.0,2.0,5.0,2.2,0.2,False,8.0,19.0,59.0,6.0,194.4,2.0,79.0,16.0,0.0,0.0,0.0
Simone Scuffet,J2,Cagliari,Serie A,it ITA,28-087,90,4.0,1.0,3.0,1.1,0.1,False,2.0,5.0,30.0,12.0,322.8,4.0,128.0,17.0,0.0,2.0,30.8
Pepe Reina,J2,Como,Serie A,es ESP,41-361,90,5.0,1.0,4.0,1.4,0.4,False,6.0,19.0,36.0,5.0,185.5,3.0,123.0,18.0,1.0,0.0,0.0
Mike Maignan,J20,Milan,Serie A,fr FRA,29-192,90,2.0,1.0,1.0,0.4,-0.6,False,1.0,1.0,17.0,4.0,83.2,7.0,196.7,8.0,1.0,4.0,83.6
Elia Caprile,J20,Cagliari,Serie A,it ITA,23-139,90,11.0,1.0,10.0,1.9,0.9,False,12.0,37.0,33.0,6.0,268.8,20.0,1054.0,22.0,1.0,0.0,0.0
Simon Mignolet,J9,Club Brugge,Champions League,be BEL,36-343,90,5.0,1.0,4.0,1.5,0.5,False,10.0,22.0,68.0,3.0,93.6,2.0,133.0,11.0,0.0,1.0,20.0
Rui Patrício,J9,Atalanta,Champions League,pt POR,36-363,90,4.0,2.0,2.0,1.0,-1.0,False,6.0,10.0,33.0,6.0,187.8,9.0,261.9,8.0,0.0,0.0,0.0
Kasper Schmeichel,J9,Celtic,Champions League,dk DEN,38-099,90,5.0,2.0,3.0,1.1,-0.9,False,1.0,3.0,39.0,6.0,138.6,5.0,121.0,15.0,0.0,0.0,0.0
Manuel Neuer,J9,Bayern Munich,Champions League,de GER,38-322,90,2.0,1.0,1.0,1.5,0.5,False,5.0,8.0,38.0,5.0,150.0,3.0,93.9,16.0,1.0,0.0,0.0
Radosław Majecki,J9,Monaco,Champions League,pl POL,25-088,90,6.0,1.0,5.0,2.0,1.0,False,2.0,15.0,27.0,11.0,363.0,12.0,585.6,10.0,1.0,0.0,0.0
Anatolii Trubin,J9,Benfica,Champions League,ua UKR,23-195,90,3.0,0.0,3.0,0.2,0.2,True,0.0,4.0,17.0,6.0,177.0,4.0,64.0,11.0,1.0,0.0,0.0
Timon Wellenreuther,J9,Feyenoord,Champions League,de GER,29-071,90,6.0,0.0,6.0,0.4,0.4,True,7.0,18.0,55.0,11.0,364.1,0.0,0.0,7.0,1.0,0.0,0.0
Mike Maignan,J9,Milan,Champions League,fr FRA,29-224,90,2.0,1.0,1.0,0.4,-0.6,False,3.0,7.0,29.0,5.0,136.5,3.0,63.9,10.0,0.0,3.0,63.9
Mike Maignan,J10,Milan,Champions League,fr FRA,29-230,90,1.0,1.0,0.0,0.8,-0.2,False,3.0,8.0,33.0,3.0,78.3,6.0,235.8,7.0,0.0,6.0,213.0
Timon Wellenreuther,J10,Feyenoord,Champions League,de GER,29-077,90,7.0,1.0,6.0,1.6,0.6,False,4.0,16.0,34.0,7.0,275.8,1.0,76.0,15.0,1.0,0.0,0.0
Anatolii Trubin,J10,Benfica,Champions League,ua UKR,23-201,90,6.0,3.0,3.0,1.2,-1.8,False,1.0,7.0,15.0,6.0,183.6,6.0,298.8,12.0,0.0,1.0,9.8
Radosław Majecki,J10,Monaco,Champions League,pl POL,25-094,90,7.0,3.0,4.0,2.6,-0.4,False,0.0,3.0,16.0,6.0,168.6,4.0,144.0,8.0,0.0,0.0,0.0
Marco Carnesecchi,J10,Atalanta,Champions League,it ITA,24-232,90,4.0,3.0,1.0,1.5,-1.5,False,2.0,4.0,19.0,1.0,28.4,3.0,71.1,2.0,0.0,0.0,0.0
Simon Mignolet,J10,Club Brugge,Champions League,be BEL,36-349,90,10.0,1.0,8.0,3.5,2.5,False,8.0,22.0,43.0,3.0,116.1,2.0,76.0,30.0,3.0,1.0,9.7
Manuel Neuer,J10,Bayern Munich,Champions League,de GER,38-328,90,2.0,1.0,1.0,0.8,-0.2,False,5.0,12.0,41.0,4.0,118.4,4.0,166.0,2.0,0.0,0.0,0.0
Kasper Schmeichel,J10,Celtic,Champions League,dk DEN,38-105,90,9.0,1.0,8.0,1.8,0.8,False,7.0,13.0,36.0,5.0,135.5,13.0,626.6,20.0,1.0,0.0,0.0
Gregor Kobel,J10,Dortmund,Champions League,ch SUI,27-075,90,1.0,0.0,1.0,0.3,0.3,True,3.0,5.0,29.0,4.0,100.8,0.0,0.0,6.0,1.0,2.0,37.2
Rui Silva,J10,Sporting CP,Champions League,pt POR,31-012,90,5.0,0.0,4.0,1.7,1.7,True,1.0,8.0,40.0,5.0,114.0,7.0,340.2,19.0,2.0,1.0,9.4
Walter Benítez,J10,PSV Eindhoven,Champions League,ar ARG,32-031,90,4.0,1.0,3.0,1.4,0.4,False,7.0,22.0,44.0,5.0,190.5,7.0,284.9,17.0,2.0,0.0,0.0
Michele Di Gregorio,J10,Juventus,Champions League,it ITA,27-207,90,10.0,3.0,7.0,4.3,1.3,False,13.0,34.0,34.0,8.0,330.4,14.0,917.0,20.0,0.0,0.0,0.0
Nicola Leali,J20,Genoa,Serie A,it ITA,31-330,90,3.0,0.0,3.0,1.4,1.4,True,3.0,6.0,16.0,2.0,60.6,7.0,219.8,12.0,1.0,0.0,0.0
Zion Suzuki,J20,Parma,Serie A,jp JPN,22-144,90,4.0,1.0,3.0,0.7,-0.3,False,1.0,9.0,18.0,2.0,64.8,6.0,285.0,18.0,0.0,0.0,0.0
Thibaut Courtois,J10,Real Madrid,Champions League,be BEL,32-284,90,4.0,1.0,3.0,1.3,0.3,False,1.0,13.0,41.0,3.0,102.3,1.0,37.0,6.0,1.0,0.0,0.0
Ederson,J10,Manchester City,Champions League,br BRA,31-186,90,8.0,3.0,5.0,2.5,-0.5,False,0.0,1.0,16.0,2.0,45.6,3.0,54.0,7.0,1.0,1.0,11.0
Gianluigi Donnarumma,J10,Paris S-G,Champions League,it ITA,25-360,90,2.0,0.0,2.0,0.6,0.6,True,0.0,1.0,26.0,3.0,64.8,8.0,138.4,11.0,1.0,4.0,62.8
Grégoire Coudert,J10,Brest,Champions League,fr FRA,25-322,90,9.0,7.0,2.0,5.7,-1.3,False,7.0,20.0,29.0,9.0,326.7,8.0,506.4,8.0,2.0,2.0,31.6
Simon Mignolet,J11,Club Brugge,Champions League,be BEL,36-363,90,4.0,3.0,2.0,1.3,-1.7,False,2.0,8.0,27.0,2.0,67.8,1.0,25.0,8.0,1.0,1.0,14.2
Emiliano Martínez,J11,Aston Villa,Champions League,ar ARG,32-183,90,3.0,1.0,2.0,0.9,-0.1,False,0.0,6.0,36.0,3.0,60.6,6.0,232.2,13.0,0.0,0.0,0.0
Walter Benítez,J11,PSV Eindhoven,Champions League,ar ARG,32-044,90,8.0,7.0,1.0,3.5,-3.5,False,3.0,8.0,27.0,0.0,0.0,5.0,225.0,5.0,0.0,0.0,0.0
David Raya,J11,Arsenal,Champions League,es ESP,29-170,90,2.0,1.0,1.0,1.0,0.0,False,4.0,15.0,30.0,3.0,102.0,5.0,262.0,17.0,3.0,4.0,68.4
Gregor Kobel,J11,Dortmund,Champions League,ch SUI,27-088,90,1.0,1.0,0.0,0.7,-0.3,False,4.0,13.0,24.0,2.0,70.4,7.0,265.3,7.0,0.0,3.0,72.0
Lucas Chevalier,J11,Lille,Champions League,fr FRA,23-118,90,1.0,1.0,0.0,0.2,-0.8,False,4.0,10.0,35.0,2.0,58.2,1.0,66.0,10.0,1.0,0.0,0.0
Thibaut Courtois,J11,Real Madrid,Champions League,be BEL,32-297,90,2.0,1.0,1.0,0.7,-0.3,False,1.0,6.0,18.0,0.0,0.0,6.0,142.8,7.0,0.0,0.0,0.0
Jan Oblak,J11,Atlético Madrid,Champions League,si SVN,32-056,90,7.0,2.0,5.0,1.8,-0.2,False,0.0,5.0,14.0,6.0,194.4,6.0,115.2,10.0,1.0,0.0,0.0
Timon Wellenreuther,J11,Feyenoord,Champions League,de GER,29-092,90,7.0,2.0,4.0,4.0,2.0,False,1.0,8.0,33.0,2.0,64.2,5.0,141.0,15.0,1.0,0.0,0.0
Josep Martinez,J11,Inter,Champions League,es ESP,26-282,90,5.0,0.0,5.0,0.2,0.2,True,3.0,6.0,45.0,7.0,179.9,3.0,111.9,15.0,1.0,0.0,0.0
Anatolii Trubin,J11,Benfica,Champions League,ua UKR,23-216,90,5.0,1.0,4.0,1.3,0.3,False,0.0,5.0,27.0,11.0,294.8,5.0,145.0,9.0,1.0,2.0,35.2
Wojciech Szczęsny,J11,Barcelona,Champions League,pl POL,34-321,90,8.0,0.0,8.0,1.2,1.2,True,7.0,27.0,39.0,2.0,77.8,11.0,598.4,28.0,2.0,5.0,83.5
Manuel Neuer,J11,Bayern Munich,Champions League,de GER,38-343,57,1.0,0.0,1.0,0.4,0.0,False,4.0,14.0,20.0,0.0,0.0,2.0,72.0,3.0,0.0,1.0,28.0
Jonas Urbig,J11,Bayern Munich,Champions League,de GER,21-209,33,0.0,0.0,0.0,0.0,0.0,True,1.0,2.0,7.0,1.0,30.4,0.0,0.0,0.0,0.0,1.0,32.0
Matej Kovar,J11,Leverkusen,Champions League,cz CZE,24-292,90,5.0,3.0,2.0,2.9,-0.1,False,14.0,33.0,30.0,2.0,91.0,12.0,777.6,16.0,1.0,0.0,0.0
Gianluigi Donnarumma,J11,Paris S-G,Champions League,it ITA,26-008,90,1.0,1.0,0.0,0.2,-0.8,False,1.0,1.0,17.0,5.0,107.0,3.0,15.9,3.0,1.0,0.0,0.0
Alisson,J11,Liverpool,Champions League,br BRA,32-154,90,9.0,0.0,9.0,2.3,2.3,True,10.0,19.0,28.0,3.0,129.0,3.0,132.9,16.0,0.0,0.0,0.0
Filip Stankovic,J20,Venezia,Serie A,rs SRB,22-322,90,6.0,1.0,5.0,2.0,1.0,False,3.0,9.0,29.0,4.0,119.2,9.0,209.7,13.0,0.0,0.0,0.0
